timestamp,sensor_03
2018-04-01 00:00:00,46.31076
2018-04-01 01:00:00,46.0069427490234
2018-04-01 02:00:00,45.8333320617676
2018-04-01 03:00:00,45.3125
2018-04-01 04:00:00,45.182289123535206
2018-04-01 05:00:00,45.3125
2018-04-01 06:00:00,45.22569
2018-04-01 07:00:00,45.0086784362793
2018-04-01 08:00:00,44.57465
2018-04-01 09:00:00,44.53125
2018-04-01 10:00:00,45.3559
2018-04-01 11:00:00,45.4427070617676
2018-04-01 12:00:00,45.529510498046896
2018-04-01 13:00:00,45.83333
2018-04-01 14:00:00,46.39757
2018-04-01 15:00:00,46.8315963745117
2018-04-01 16:00:00,45.572914123535206
2018-04-01 17:00:00,45.4427070617676
2018-04-01 18:00:00,45.0086784362793
2018-04-01 19:00:00,44.87847
2018-04-01 20:00:00,44.6614570617676
2018-04-01 21:00:00,44.357635498046896
2018-04-01 22:00:00,44.314235687255895
2018-04-01 23:00:00,44.27083
2018-04-02 00:00:00,44.791664123535206
2018-04-02 01:00:00,45.095485687255895
2018-04-02 02:00:00,44.44444
2018-04-02 03:00:00,44.0538177490234
2018-04-02 04:00:00,43.35938
2018-04-02 05:00:00,42.62152
2018-04-02 06:00:00,42.4913177490234
2018-04-02 07:00:00,42.925346374511705
2018-04-02 08:00:00,42.92535
2018-04-02 09:00:00,43.57639
2018-04-02 10:00:00,44.27083
2018-04-02 11:00:00,45.22569
2018-04-02 12:00:00,45.876740000000005
2018-04-02 13:00:00,46.1805534362793
2018-04-02 14:00:00,45.3559
2018-04-02 15:00:00,45.095490000000005
2018-04-02 16:00:00,45.182289123535206
2018-04-02 17:00:00,45.6597213745117
2018-04-02 18:00:00,44.92188
2018-04-02 19:00:00,43.8368034362793
2018-04-02 20:00:00,43.142360687255895
2018-04-02 21:00:00,42.621524810791
2018-04-02 22:00:00,42.4913177490234
2018-04-02 23:00:00,43.185760498046896
2018-04-03 00:00:00,43.012149810790994
2018-04-03 01:00:00,42.4913177490234
2018-04-03 02:00:00,43.0555534362793
2018-04-03 03:00:00,42.83854
2018-04-03 04:00:00,43.44618
2018-04-03 05:00:00,43.6631927490234
2018-04-03 06:00:00,43.576385498046896
2018-04-03 07:00:00,43.4461784362793
2018-04-03 08:00:00,42.96875
2018-04-03 09:00:00,43.229164123535206
2018-04-03 10:00:00,43.7065963745117
2018-04-03 11:00:00,44.965274810790994
2018-04-03 12:00:00,45.4427070617676
2018-04-03 13:00:00,46.22396
2018-04-03 14:00:00,46.657985687255895
2018-04-03 15:00:00,46.8315963745117
2018-04-03 16:00:00,46.00694
2018-04-03 17:00:00,45.00868
2018-04-03 18:00:00,45.138885498046896
2018-04-03 19:00:00,45.78993
2018-04-03 20:00:00,44.87847
2018-04-03 21:00:00,43.923610687255895
2018-04-03 22:00:00,43.619789123535206
2018-04-03 23:00:00,43.619789123535206
2018-04-04 00:00:00,44.314235687255895
2018-04-04 01:00:00,45.2256927490234
2018-04-04 02:00:00,45.6163177490234
2018-04-04 03:00:00,45.529510498046896
2018-04-04 04:00:00,45.876735687255895
2018-04-04 05:00:00,45.963539123535206
2018-04-04 06:00:00,45.3125
2018-04-04 07:00:00,44.574649810790994
2018-04-04 08:00:00,45.355899810790994
2018-04-04 09:00:00,45.8333320617676
2018-04-04 10:00:00,46.310760498046896
2018-04-04 11:00:00,46.39757
2018-04-04 12:00:00,46.701385498046896
2018-04-04 13:00:00,46.527774810790994
2018-04-04 14:00:00,46.8315963745117
2018-04-04 15:00:00,46.9184
2018-04-04 16:00:00,45.4427070617676
2018-04-04 17:00:00,45.18229
2018-04-04 18:00:00,44.57465
2018-04-04 19:00:00,43.27257
2018-04-04 20:00:00,43.2725677490234
2018-04-04 21:00:00,42.70833
2018-04-04 22:00:00,42.2743034362793
2018-04-04 23:00:00,42.838539123535206
2018-04-05 00:00:00,42.7083320617676
2018-04-05 01:00:00,42.96875
2018-04-05 02:00:00,43.01215
2018-04-05 03:00:00,43.185760498046896
2018-04-05 04:00:00,43.05555
2018-04-05 05:00:00,43.35938
2018-04-05 06:00:00,44.14063
2018-04-05 07:00:00,43.7066
2018-04-05 08:00:00,44.09722
2018-04-05 09:00:00,44.66146
2018-04-05 10:00:00,44.4878463745117
2018-04-05 11:00:00,44.4444427490234
2018-04-05 12:00:00,44.4878463745117
2018-04-05 13:00:00,44.74826
2018-04-05 14:00:00,45.3125
2018-04-05 15:00:00,45.22569
2018-04-05 16:00:00,44.8784713745117
2018-04-05 17:00:00,44.357635498046896
2018-04-05 18:00:00,44.357635498046896
2018-04-05 19:00:00,44.704860687255895
2018-04-05 20:00:00,44.791664123535206
2018-04-05 21:00:00,44.6614570617676
2018-04-05 22:00:00,43.22916
2018-04-05 23:00:00,41.66666
2018-04-06 00:00:00,41.1024284362793
2018-04-06 01:00:00,41.449649810791
2018-04-06 02:00:00,42.057289123535206
2018-04-06 03:00:00,42.751735687255895
2018-04-06 04:00:00,43.2725677490234
2018-04-06 05:00:00,43.48958
2018-04-06 06:00:00,43.0555534362793
2018-04-06 07:00:00,43.4895820617676
2018-04-06 08:00:00,43.619789123535206
2018-04-06 09:00:00,43.923610687255895
2018-04-06 10:00:00,44.704860687255895
2018-04-06 11:00:00,45.2256927490234
2018-04-06 12:00:00,45.61632
2018-04-06 13:00:00,45.963539123535206
2018-04-06 14:00:00,46.9184
2018-04-06 15:00:00,47.265625
2018-04-06 16:00:00,47.135414123535206
2018-04-06 17:00:00,47.3524284362793
2018-04-06 18:00:00,47.265625
2018-04-06 19:00:00,47.5694427490234
2018-04-06 20:00:00,47.09201
2018-04-06 21:00:00,46.48438
2018-04-06 22:00:00,46.70139
2018-04-06 23:00:00,46.09375
2018-04-07 00:00:00,45.182289123535206
2018-04-07 01:00:00,45.095485687255895
2018-04-07 02:00:00,45.138885498046896
2018-04-07 03:00:00,45.182289123535206
2018-04-07 04:00:00,45.13889
2018-04-07 05:00:00,43.7934
2018-04-07 06:00:00,43.185760498046896
2018-04-07 07:00:00,42.404510498046896
2018-04-07 08:00:00,42.1006927490234
2018-04-07 09:00:00,42.2743034362793
2018-04-07 10:00:00,42.49132
2018-04-07 11:00:00,42.057289123535206
2018-04-07 12:00:00,41.23264
2018-04-07 13:00:00,41.44965
2018-04-07 14:00:00,41.189235687255895
